class_id,scientific_name,common_name,venom_status,poisonous,genus,family,snake_sub_family,countries,continents,known_country_count,train_count,test_count,total_data2_count,data1_sample_count,region_metadata_available,source_note
2151,Scolecophis atrocinctus,Black-banded Snail-eating Snake,Non Venomous,0,Scolecophis,Colubridae,Scolecophis atrocinctus,Costa Rica | Nicaragua | Panama,Central America | North America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2152,Sibon annulatus,Banded Snail-Sucker,Non Venomous,0,Sibon,Colubridae,Sibon annulatus,Colombia | Costa Rica | Ecuador | Nicaragua | Panama,Central America | North America | South America,5,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2153,Sibon anthracops,Black-eyed Snail-eater,Non Venomous,0,Sibon,Colubridae,Sibon anthracops,Colombia | Panama,North America | South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2154,Sibon argus,Argus Snail-Sucker,Non Venomous,0,Sibon,Colubridae,Sibon argus,Colombia | Ecuador | Peru,South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2155,Sibon dimidiatus,Brown Snail-Sucker,Non Venomous,0,Sibon,Colubridae,Sibon dimidiatus,Costa Rica | Honduras | Nicaragua | Panama,Central America | North America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2156,Sibon longifrenis,Central American Snail-Sucker,Non Venomous,0,Sibon,Colubridae,Sibon longifrenis,Costa Rica | Honduras | Nicaragua | Panama,Central America | North America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2157,Sibon nebulatus,Clouded Snail-Sucker,Non Venomous,0,Sibon,Colubridae,Sibon nebulatus,Belize | Colombia | Costa Rica | Ecuador | Guatemala | Honduras | Mexico | Nicaragua | Panama | Venezuela,Central America | North America | South America,10,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2158,Sibon sanniolus,Colombian Snail-Eater,Non Venomous,0,Sibon,Colubridae,Sibon sanniolus,Colombia,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2159,Sibynophis chinensis,Chinese Sibynophis,Non Venomous,0,Sibynophis,Colubridae,Sibynophis chinensis,China | Taiwan | Vietnam,Asia,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2160,Sibynophis collaris,Collared Black-headed Snake,Non Venomous,0,Sibynophis,Colubridae,Sibynophis collaris,Bangladesh | Bhutan | Cambodia | India | Laos | Malaysia | Myanmar | Nepal | Thailand | Vietnam,Asia,10,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2161,Sibynophis geminatus,Twin-barred Sibynophis,Non Venomous,0,Sibynophis,Colubridae,Sibynophis geminatus,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2162,Sibynophis melanocephalus,Black-headed Sibynophis,Non Venomous,0,Sibynophis,Colubridae,Sibynophis melanocephalus,Bangladesh | Bhutan | India | Myanmar | Nepal | Thailand,Asia,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2163,Sibynophis subpunctatus,Small-spotted Sibynophis,Non Venomous,0,Sibynophis,Colubridae,Sibynophis subpunctatus,India,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2164,Sibynophis triangularis,Triangular Sibynophis,Non Venomous,0,Sibynophis,Colubridae,Sibynophis triangularis,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2165,Simalia amethistina,Amethystine Python,Non Venomous,0,Simalia,Pythonidae,Simalia amethistina,Australia | Indonesia | Papua New Guinea,Asia | Oceania,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2166,Simalia kinghorni,Kinghorn's Python,Non Venomous,0,Simalia,Pythonidae,Simalia kinghorni,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2167,Simalia tracyae,Halmahera Python,Non Venomous,0,Simalia,Pythonidae,Simalia tracyae,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2168,Simoselaps anomalus,Desert Banded Snake,Venomous,1,Simoselaps,Elapidae,Simoselaps anomalus,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2169,Simoselaps bertholdi,Jan's Banded Snake,Venomous,1,Simoselaps,Elapidae,Simoselaps bertholdi,Australia,Australia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2170,Simoselaps littoralis,West Coast Banded Snake,Venomous,1,Simoselaps,Elapidae,Simoselaps littoralis,Australia,Australia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2171,Sinomicrurus annularis,Taiwan Coral Snake,Venomous,1,Sinomicrurus,Elapidae,Sinomicrurus annularis,Taiwan,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2172,Sinomicrurus kelloggi,Kellogg's Coral Snake,Venomous,1,Sinomicrurus,Elapidae,Sinomicrurus kelloggi,China | Laos | Thailand | Vietnam,Asia,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2173,Sinomicrurus macclellandi,MacClelland's Coral Snake,Venomous,1,Sinomicrurus,Elapidae,Sinomicrurus macclellandi,Bangladesh | Bhutan | China | India | Laos | Malaysia | Myanmar | Nepal | Thailand | Vietnam,Asia,10,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2174,Sinomicrurus sauteri,Sauter's Coral Snake,Venomous,1,Sinomicrurus,Elapidae,Sinomicrurus sauteri,Taiwan,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2175,Sinomicrurus swinhoei,Swinhoe's Coral Snake,Venomous,1,Sinomicrurus,Elapidae,Sinomicrurus swinhoei,Taiwan,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2176,Siphlophis cervinus,Carpet Snake,Non Venomous,0,Siphlophis,Dipsadidae,Siphlophis cervinus,Bolivia | Brazil | Colombia | Ecuador | French Guiana | Guyana | Peru | Suriname | Venezuela,South America,9,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2177,Siphlophis compressus,Tropical Flat Snake,Non Venomous,0,Siphlophis,Dipsadidae,Siphlophis compressus,Belize | Bolivia | Brazil | Colombia | Costa Rica | Ecuador | French Guiana | Guatemala | Guyana | Honduras | Mexico | Nicaragua | Panama | Peru | Suriname | Venezuela,North America | South America,16,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2178,Siphlophis longicaudatus,Rio Uaupes Long Tailed Snake,Non Venomous,0,Siphlophis,Dipsadidae,Siphlophis longicaudatus,Brazil | Colombia | Venezuela,South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2179,Siphlophis pulcher,Amazon Basin Snail-Eater,Non Venomous,0,Siphlophis,Colubridae,Siphlophis pulcher,Bolivia | Brazil | Colombia | Ecuador | French Guiana | Guyana | Peru | Suriname | Venezuela,South America,9,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2180,Siphlophis worontzowi,Worontzow's Snail-Eater,Non Venomous,0,Siphlophis,Colubridae,Siphlophis worontzowi,Brazil | Peru,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2181,Sistrurus tergeminus,Western Massasauga,Venomous,1,Sistrurus,Viperidae,Sistrurus tergeminus,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2182,Sonora aemula,Desert Groundsnake,Non Venomous,0,Sonora,Colubridae,Sonora aemula,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2183,Sonora annulata,Blairs Groundsnake,Non Venomous,0,Sonora,Colubridae,Sonora annulata,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2184,Sonora cincta,Banded Groundsnake,Non Venomous,0,Sonora,Colubridae,Sonora cincta,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2185,Sonora episcopa,Texas Groundsnake,Non Venomous,0,Sonora,Colubridae,Sonora episcopa,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2186,Sonora michoacanensis,Michoacan Groundsnake,Non Venomous,0,Sonora,Colubridae,Sonora michoacanensis,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2187,Sonora mosaueri,Huachuca Groundsnake,Non Venomous,0,Sonora,Colubridae,Sonora mosaueri,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2188,Sonora mutabilis,Variable Groundsnake,Non Venomous,0,Sonora,Colubridae,Sonora mutabilis,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2189,Sonora occipitalis,Western Ground Snake,Non Venomous,0,Sonora,Colubridae,Sonora occipitalis,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2190,Sonora palarostris,Huachuca Ground Snake,Non Venomous,0,Sonora,Colubridae,Sonora palarostris,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2191,Sonora semiannulata,Ground Snake,Non Venomous,0,Sonora,Colubridae,Sonora semiannulata,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2192,Sonora straminea,Straw-colored Ground Snake,Non Venomous,0,Sonora,Colubridae,Sonora straminea,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2193,Sonora taylori,Taylor's Ground Snake,Non Venomous,0,Sonora,Colubridae,Sonora taylori,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2194,Spalerosophis diadema,Diadem Snake,Non Venomous,0,Spalerosophis,Colubridae,Spalerosophis diadema,Afghanistan | Algeria | Chad | Egypt | India | Iran | Iraq | Israel | Jordan | Kuwait | Libya | Mali | Mauritania | Morocco | Niger | Oman | Pakistan | Palestine | Qatar | Saudi Arabia | Senegal | Sudan | Syria | Tunisia | Turkey | United Arab Emirates | Western Sahara | Yemen,Africa | Asia,28,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2195,Spalerosophis dolichospilus,Sind Sand Snake,Non Venomous,0,Spalerosophis,Colubridae,Spalerosophis dolichospilus,India | Pakistan,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2196,Spilotes sulphureus,Chicken Snake,Non Venomous,0,Spilotes,Colubridae,Spilotes sulphureus,Bolivia | Brazil | Colombia | Ecuador | French Guiana | Guyana | Peru | Suriname | Venezuela,South America,9,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2197,Stegonotus australis,Australian Snail-eater,Non Venomous,0,Stegonotus,Colubridae,Stegonotus australis,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2198,Stegonotus batjanensis,Batjan Island Keelback,Non Venomous,0,Stegonotus,Colubridae,Stegonotus batjanensis,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2199,Stenorrhina degenhardtii,Degenhardt's Coffee Snake,Non Venomous,0,Stenorrhina,Colubridae,Stenorrhina degenhardtii,Belize | Costa Rica | Guatemala | Honduras | Mexico | Nicaragua | Panama,Central America | North America,7,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2200,Stenorrhina freminvillei,Freminville's Coffee Snake,Non Venomous,0,Stenorrhina,Colubridae,Stenorrhina freminvillei,Mexico,Central America | North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2201,Storeria dekayi,Dekay's Brownsnake,Non Venomous,0,Storeria,Colubridae,Storeria dekayi,Canada | Mexico | United States,North America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2202,Storeria hidalgoensis,Mexican Brown Snake,Non Venomous,0,Storeria,Colubridae,Storeria hidalgoensis,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2203,Storeria occipitomaculata,Red-bellied Snake,Non Venomous,0,Storeria,Colubridae,Storeria occipitomaculata,Canada | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2204,Storeria storerioides,Southeastern Brown Snake,Non Venomous,0,Storeria,Colubridae,Storeria storerioides,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2205,Storeria victa,Florida Brown Snake,Non Venomous,0,Storeria,Colubridae,Storeria victa,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2206,Subsessor bocourti,Bocourt's Mud Snake,Non Venomous,0,Subsessor,Homalopsidae,Subsessor bocourti,Cambodia | Thailand | Vietnam,Asia,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2207,Suta dwyeri,Dwyer's Snake,Venomous,1,Suta,Elapidae,Suta dwyeri,Australia,Australia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2208,Suta fasciata,Rosen's Snake,Venomous,1,Suta,Elapidae,Suta fasciata,Australia,Australia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2209,Suta flagellum,Little Whip Snake,Venomous,1,Suta,Elapidae,Suta flagellum,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2210,Suta gouldii,Gould's Snake,Venomous,1,Suta,Elapidae,Suta gouldii,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2211,Suta monachus,Hooded Snake,Venomous,1,Suta,Elapidae,Suta monachus,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2212,Suta nigriceps,Black-headed Snake,Venomous,1,Suta,Elapidae,Suta nigriceps,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2213,Suta punctata,Spotted Snake,Venomous,1,Suta,Elapidae,Suta punctata,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2214,Suta spectabilis,Pilbara Banded Snake,Venomous,1,Suta,Elapidae,Suta spectabilis,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2215,Suta suta,Myall Snake,Venomous,1,Suta,Elapidae,Suta suta,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2216,Symphimus leucostomus,White-lipped Snake,Non Venomous,0,Symphimus,Colubridae,Symphimus leucostomus,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2217,Symphimus mayae,Maya Ground Snake,Non Venomous,0,Symphimus,Colubridae,Symphimus mayae,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2218,Sympholis lippiens,Mexican Hooknose Snake,Non Venomous,0,Sympholis,Colubridae,Sympholis lippiens,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2219,Synophis lasallei,Lasalle's Snail-eating Snake,Non Venomous,0,Synophis,Dipsadidae,Synophis lasallei,Colombia,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2220,Synophis niceforomariae,Niceforo's Snail-eating Snake,Non Venomous,0,Synophis,Dipsadidae,Synophis niceforomariae,Colombia,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2221,Tachymenis chilensis,Chilean Slender Snake,Non Venomous,0,Tachymenis,Dipsadidae,Tachymenis chilensis,Argentina | Chile,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2222,Tachymenis ocellata,Ocellated Slender Snake,Non Venomous,0,Tachymenis,Dipsadidae,Tachymenis ocellata,Argentina | Bolivia | Chile | Peru,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2223,Tachymenis peruviana,Peruvian Slender Snake,Non Venomous,0,Tachymenis,Dipsadidae,Tachymenis peruviana,Chile | Peru,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2224,Tachymenis trigonatus,Andean Slender Snake,Non Venomous,0,Tachymenis,Dipsadidae,Tachymenis trigonatus,Argentina | Bolivia | Ecuador | Peru,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2225,Taeniophallus brevirostris,Short-snouted Ground Snake,Non Venomous,0,Taeniophallus,Colubridae,Taeniophallus brevirostris,Brazil | French Guiana | Guyana | Suriname,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2226,Taeniophallus nicagus,Nica Ground Snake,Non Venomous,0,Taeniophallus,Colubridae,Taeniophallus nicagus,Colombia | Venezuela,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2227,Taeniophallus occipitalis,Occipital Ground Snake,Non Venomous,0,Taeniophallus,Colubridae,Taeniophallus occipitalis,Colombia | Ecuador,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2228,Tantilla armillata,Armillated Centipede Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla armillata,Colombia | Ecuador | Panama,North America | South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2229,Tantilla atriceps,Mexican Blackhead Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla atriceps,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2230,Tantilla bocourti,Bocourt's Blackhead Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla bocourti,Belize | El Salvador | Guatemala | Honduras | Mexico | Nicaragua,North America,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2231,Tantilla boipiranga,Boipiranga Blackhead Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla boipiranga,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2232,Tantilla calamarina,Calamarina Blackhead Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla calamarina,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2233,Tantilla capistrata,Central American Blackhead Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla capistrata,Colombia | Costa Rica | Panama,North America | South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2234,Tantilla cucullata,Hooded Blackhead Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla cucullata,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2235,Tantilla cuniculator,Island Blackhead Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla cuniculator,Honduras,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2236,Tantilla gottei,Gotte's Blackhead Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla gottei,Panama,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2237,Tantilla melanocephala,Black-headed Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla melanocephala,Argentina | Belize | Bolivia | Brazil | Colombia | Costa Rica | Ecuador | El Salvador | French Guiana | Guatemala | Guyana | Honduras | Mexico | Nicaragua | Panama | Paraguay | Peru | Suriname | Uruguay | Venezuela,North America | South America,20,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2238,Tantilla moesta,Plateau Blackhead Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla moesta,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2239,Tantilla nigriceps,Plains Black-headed Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla nigriceps,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2240,Tantilla relicta,Florida Crowned Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla relicta,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2241,Tantilla reticulata,Reticulated Centipede Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla reticulata,Brazil | Colombia | French Guiana | Guyana | Suriname | Venezuela,South America,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2242,Tantilla rubra,Red Centipede Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla rubra,Belize | Costa Rica | Guatemala | Honduras | Mexico | Nicaragua | Panama,Central America | North America,7,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2243,Tantilla ruficeps,Red-headed Centipede Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla ruficeps,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2244,Tantilla schistosa,Central American Black-headed Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla schistosa,Belize | Colombia | Costa Rica | Guatemala | Honduras | Mexico | Nicaragua | Panama,Central America | North America | South America,8,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2245,Tantilla semicincta,Rio Negro Black-headed Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla semicincta,Brazil | Venezuela,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2246,Tantilla striata,Striated Centipede Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla striata,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2247,Tantilla supracincta,Banded Black-headed Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla supracincta,Colombia | Ecuador,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2248,Tantilla wilcoxi,Huachuca Black-headed Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla wilcoxi,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2249,Tantilla yaquia,Yaqui Black-headed Snake,Non Venomous,0,Tantilla,Colubridae,Tantilla yaquia,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2250,Tantillita canula,Lesser Blackhead Snake,Non Venomous,0,Tantillita,Colubridae,Tantillita canula,Belize | Guatemala | Mexico,North America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2251,Tantillita lintoni,Linton's Blackhead Snake,Non Venomous,0,Tantillita,Colubridae,Tantillita lintoni,Panama,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2252,Telescopus beetzi,Beetz's Tiger Snake,Venomous,1,Telescopus,Colubridae,Telescopus beetzi,Namibia | South Africa,Africa,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2253,Telescopus dhara,Dhara Cat Snake,Venomous,1,Telescopus,Colubridae,Telescopus dhara,India | Pakistan,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2254,Telescopus fallax,European Cat Snake,Venomous,1,Telescopus,Colubridae,Telescopus fallax,Albania | Bosnia and Herzegovina | Bulgaria | Croatia | Cyprus | Greece | Iran | Israel | Italy | Lebanon | Montenegro | North Macedonia | Serbia | Syria | Turkey | Ukraine,Asia | Europe,16,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2255,Telescopus semiannulatus,Soemmering's Tiger Snake,Venomous,1,Telescopus,Colubridae,Telescopus semiannulatus,Angola | Botswana | Kenya | Malawi | Mozambique | Namibia | Somalia | South Africa | Sudan | Tanzania | Uganda | Zambia | Zimbabwe,Africa,13,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2256,Telescopus tripolitanus,North African Cat Snake,Venomous,1,Telescopus,Colubridae,Telescopus tripolitanus,Algeria | Egypt | Libya | Morocco | Tunisia,Africa,5,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2257,Thamnodynastes gambotensis,Gambota Snake,Venomous,1,Thamnodynastes,Dipsadidae,Thamnodynastes gambotensis,Colombia | Ecuador,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2258,Thamnodynastes hypoconia,Amazon Water Snake,Venomous,1,Thamnodynastes,Dipsadidae,Thamnodynastes hypoconia,Bolivia | Brazil | Ecuador | Peru,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2259,Thamnodynastes pallidus,Pale Thamnodynastes,Non Venomous,0,Thamnodynastes,Dipsadidae,Thamnodynastes pallidus,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2260,Thamnodynastes sertanejo,Sertanejo Thamnodynastes,Non Venomous,0,Thamnodynastes,Dipsadidae,Thamnodynastes sertanejo,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2261,Thamnodynastes strigatus,Amazon Basin Thamnodynastes,Non Venomous,0,Thamnodynastes,Dipsadidae,Thamnodynastes strigatus,Bolivia | Brazil | Colombia | Ecuador | Peru | Venezuela,South America,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2262,Thamnophis bogerti,Bogert's Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis bogerti,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2263,Thamnophis brachystoma,Shorthead Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis brachystoma,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2264,Thamnophis butleri,Butler's Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis butleri,Canada | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2265,Thamnophis chrysocephalus,Goldenhead Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis chrysocephalus,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2266,Thamnophis conanti,Conant's Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis conanti,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2267,Thamnophis copei,Cope's Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis copei,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2268,Thamnophis elegans,Western Terrestrial Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis elegans,Canada | Mexico | United States,North America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2269,Thamnophis eques,Mexican Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis eques,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2270,Thamnophis errans,Eran's Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis errans,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2271,Thamnophis fulvus,Guadalajara Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis fulvus,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2272,Thamnophis gigas,Giant Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis gigas,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2273,Thamnophis hammondii,Two-striped Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis hammondii,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
2274,Thamnophis lineri,Lined Gartersnake,Non Venomous,0,Thamnophis,Colubridae,Thamnophis lineri,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
